BaseCourseNo,Slot,CourseName,NewCredit,OfferedforBTechDD,AllocationType,InstructorName,Prerequisite
HS4571,T ,Introduction to Chinese Language,9,Yes,SI,CHIUNGWEN CHANG,
HS4572,T ,Chinese Language II,9,Yes,SI,CHIUNGWEN CHANG,
HS8350,T ,German Aesthetic and  Literary Criticism,9,No,,MILIND BRAHME,
ID6108,T ,Process and Design for Additive Manufacturing,9,No,,MURUGAIYAN A; RATNA KUMAR ANNABATTULA,COT
ID6108,T ,Process and Design for Additive Manufacturing,9,Yes,SI,SARAVANA KUMAR G,COT
MA5330,T ,Real Analysis,9,No,,VETRIVEL V,"Knowledge of sequences and series of complex numbers, continuity and differentiability of a real variable"
ME3281,T ,Machine Drawing Practice,7,No,,RAMKUMAR P; Sourav Rakshit,
ME3281,T ,Machine Drawing Practice,7,Yes,CG,Sourav Rakshit,
ME3484,T ,Mechanical Engg. Lab III,3,Yes,CG,Sundararajan Natarajan,
MM2120,T ,Physical and Mechanical Metallurgy Laboratory,6,No,,GANESH SUNDARA RAMAN; MURUGAIYAN A,No
CE4950,T1,Viva Voce,2,No,,BENNY RAPHAEL,
CS1100,T1,Introduction to Programming,12,No,,Ayon Chakraborty; KRISHNA NANDIVADA V; Nishad; RAGHAVENDRA RAO B V,
MS6000,T1,Summer Project,0,No,,PRATHAMESH VIVEK KITTUR,Nil
PH1030E,T1,Physics Laboratory I,4,No,,SUBRAMANIAN V,
PH1030,T2,Physics Laboratory I,4,No,,RANJIT KUMAR NANDA; TITAS CHANDA,
AS5192,TT,DD Project,27,No,,MURTHY H S N,
AS5192,TT,DD Project,27,Yes,CG,MURTHY H S N,
CE3350,TT,Geotechnical Engineering II,11,No,,Ramesh Kannan Kandasami,CE2060
CE5022W,TT,"Geotechnical Engineering, and Hydrology & Hydraulics of Bridges",9,No,,ROBINSON R G,
CH5011,TT,Colloids and Surfaces,9,No,,BASAVARAJA MADIVALA GURAPPA,
EE2019,TT,Analog Systems and Lab,17,No,,ANIRUDDHAN S,"EE2015, EE1101"
EE6905,TT,M.Tech project 45,45,Yes,ST,KAMALESH HATUA,No
HS5070,TT,Science and Society,12,No,,MILIND BRAHME,
HS5230,TT,Introduction to Chinese Language-A,9,No,,CHIUNGWEN CHANG,
HS6025,TT,Resources of Science and Technology in Sanskrit,9,No,,ADITYA KOLACHANA,"Sanskrit in 10th standard Board, or consent of teacher"
HS6090,TT,Education & Technology ,12,No,,MILIND BRAHME,-----
HS6130,TT,Philosophy of Mind,9,No,,SREEKUMAR N,
HS6350,TT,Science & Technology in Independent India,12,No,,SREEKUMAR N,
HS7012,TT,City in Literature and Cinema,10,No,,AYSHA IQBAL,familiarity with literary theory
HS7080,TT,Philosophy of Language,9,No,,SREEKUMAR N,
HS7100,TT,Contemporary Analytic Philosophy ,9,No,,SREEKUMAR N,
ID5030,TT,Machine Learning for Engineering and Science Applications,10,No,,Jayaganthan,"Courses in Linear Algebra and Probability & Statistics
Good knowledge of programming in Python/C/C++/Java/Matlab. Total no of students restricted to 60."
MD5016,TT,"Engineering Organoid Models for Human Diseases, Drug Discovery, and Treatment",9,No,,ANUBAMA RAJAN,
MD5016,TT,"Engineering Organoid Models for Human Diseases, Drug Discovery, and Treatment",9,Yes,SI,ANUBAMA RAJAN,
MM3041,TT,Deformation Processing and Forming,9,No,,BHATTACHARYA S S,
MS5015,TT,Design Thinking,6,No,,RICHA AGRAWAL,
MS5110,TT,Micro Economics,6,No,,SAJI MATHEW; THENMOZHI M,Nil
MS5332,TT,Supply Chain Analytics,6,No,,THENMOZHI M,
MS5480,TT,Cross Cultural Management,6,No,,VIJAYALAKSHMI V,NIL
MS5610,TT,Security Analysis and Portfolio Management,6,No,,MADHUMATHI R,NIL
MS5680,TT,International Finance,6,No,,MADHUMATHI R,NIL
MS5710,TT,Consumer Behaviour,6,No,,RICHA AGRAWAL,NIL
MS6230,TT,Strategic Sourcing ,6,No,,ARSHINDER KAUR,NIL
MS7032,TT,Artificial Intelligence in Manufacturing,6,No,,RAHUL MARATHE,
MS9731A,TT,Issues Learning Project,3,No,,SRINIVASAN S,
RC0026A,TT,Research Credits,48,No,,MURTHY H S N,
AM4901,UU,Undergraduate Research Project I,9,No,,DANNY RAJ M; SIVAKUMAR M S,
AM5160,UU,Biomedical Imaging System,9,No,,SIVAKUMAR M S,
AM5411,UU,Project,20,No,,ARUN KUMAR THITTAI,
AM5480,UU,Seminar,3,No,,ARUN KUMAR THITTAI,
AS4545,UU,Undergraduate Research,9,No,,MURUGANANDAM T M,
AS4545,UU,Undergraduate Research,9,Yes,CG,MURTHY H S N,
AS4546,UU,Undergraduate Research - II,9,No,,SUJITH R I,
AS4546,UU,Undergraduate Research - II,9,Yes,CG,MURTHY H S N,
AS4600,UU,Project II,14,Yes,CG,MURTHY H S N,
AS4902,UU,Undergraduate Research  II,9,No,,MURUGANANDAM T M,
AS5150,UU,M.Tech. Project,38,No,,MURTHY H S N,
AS5150$,UU,M.Tech Project Proposal,4,No,,MURTHY H S N,
AS5190,UU,Project I,9,Yes,CG,MURTHY H S N,
AS5193,UU,DD Project,38,Yes,CG,MURTHY H S N,
BT4811,UU,Undergraduate Research in Biological Sciences,9,No,,GUHAN JAYARAMAN,CGPA of 8.0 and above
BT4812,UU,Undergraduate Research in Biological Engineering,9,No,,MEIYAPPAN LAKSHMANAN,CGPA of 8.0 and above
BT4813,UU,Undergraduate Research in Computational Biology,9,No,,NIRAV PRAVINBHAI BHATT,CGPA of 8.0 and above
BT5701,UU,Biological Engineering DD Project (Phase I),25,No,,CHANDRARAJ K,
BT5702,UU,Biological Engineering DD Project (Phase II),20,No,,CHANDRARAJ K; SATHYANARAYANA N GUMMADI,
BT5703,UU,Biological Engineering DD Project (Phase III),40,No,,SATHYANARAYANA N GUMMADI,
BT5801,UU,Biological Sciences DD Project (Phase I),25,No,,CHANDRARAJ K,
BT5802,UU,Biological Sciences DD Project (Phase II),20,No,,CHANDRARAJ K,
BT5931,UU,MTech Bioprocess Engineering Project I,20,No,,MEIYAPPAN LAKSHMANAN; NIRAV PRAVINBHAI BHATT,
BT5932,UU,MTech Bioprocess Engineering Project II,40,No,,NIRAV PRAVINBHAI BHATT,
CA5560,UU,Project I,25,No,,RENGANATHAN T,
CA5561,UU,Project I,35,No,,RENGANATHAN T,
CA5561,UU,Project II,35,No,,RENGANATHAN T,
CA5562,UU,Project III,40,No,,RENGANATHAN T,
CE3280,UU,Industrial Training ,0,No,,BENNY RAPHAEL,
CE4020,UU,Industrial Lecture,3,No,,BENNY RAPHAEL,
CE4020,UU,Industrial Lecture,3,Yes,SI,RAMAMURTHY K,
CE4050,UU,Under graduate Project I,13,Yes,SI,NIKHIL BUGALIA IITM; RAMAMURTHY K,
CE4060,UU,Under graduate Project II,14,Yes,SI,NIKHIL BUGALIA; RAMAMURTHY K,CE4050
CE4801,UU,Project (Summer),25,Yes,SI,BENNY RAPHAEL,
CE4802,UU,Project - Odd semester,20,Yes,SI,BENNY RAPHAEL; Piyush Chaunsali,CE4801
CE4803,UU,Project - Even Semester,40,Yes,SI,Piyush Chaunsali,CE4802
CE5041W,UU,Mini Project,12,No,,RUPEN GOSWAMI,
CE6122,UU,Project - Odd semester (building technology and construction management),28,No,,SIVAKUMAR PALANIAPPAN,CE6121
CE6123,UU,Project - Even Semester (building technology and construction management),45,No,,SIVAKUMAR PALANIAPPAN,CE6122
CE6142,UU,Project - Odd semester (construction technology and management),20,No,,KOSHY VARGHESE; RAMAMURTHY K,CE6141
CE6143,UU,Project - Even semester (construction technology and management),48,No,,KOSHY VARGHESE,CE6142
CE6292,UU,Project - Odd semester (Environmental Engineering),30,No,,Chandan; INDUMATHI MANIVANNAN NAMBI,CE6291
CE6293,UU,Project - Even semester (Environmental Engineering),35,No,,Chandan; INDUMATHI MANIVANNAN NAMBI,CE6292
CE6432,UU,Project - Odd semester (Geotechnical Engineering),25,No,,DALI NAIDU ARNEPALLI,CE6431
CE6433,UU,Project - Even semester (Geotechnical Engineering),44,No,,DALI NAIDU ARNEPALLI,CE6432
CE6492,UU,Project - Odd semester (Hydraulics and Water Resources Engineering),30,No,,SOUMENDRA NATH KUIRY,CE6491
CE6493,UU,Project - Even semester (Hydraulics and Water Resources Engineering),40,No,,SOUMENDRA NATH KUIRY,CE6492
CE6692,UU,Project - Odd semester (Structural engineering),32,No,,RAGHUKANTH S T G; SARAVANAN U,CE6691
CE6693,UU,Project - Even Semester (Structural Engineering),35,No,,RAGHUKANTH S T G; SARAVANAN U,CE6692
CE6932,UU,Project - Odd semester (Transportation Engineering),22,No,,Atul Narayan S P,CE6931
CE6933,UU,Project - Even semester (Transportation Engineering),43,No,,Atul Narayan S P,CE6932
CH4530,UU,Project I,9,No,,RAVI KRISHNA R,
CH4530,UU,Project I,9,Yes,SI,RAVI KRISHNA R,
CH4560,UU,Project II,18,Yes,SI,RAVI KRISHNA R,
CH4901,UU,Undergraduate Research 1,9,No,,RAVI KRISHNA R,
CH4901,UU,Undergraduate Research 1,9,Yes,SI,RAVI KRISHNA R,
CH4999,UU,Undergraduate Research,9,No,,RAVI KRISHNA R,
CH4999,UU,Undergraduate Research,9,Yes,SI,RAVI KRISHNA R,
CH5560,UU,Project I,25,No,,KANNAN A,
CH5560,UU,Project II,30,No,,RENGANATHAN T,
CH5561,UU,Project I,35,No,,RENGANATHAN T,
CH5561,UU,Project II,30,No,,RENGANATHAN T,
CH5562,UU,Project III,40,No,,RENGANATHAN T,
CH5681,UU,Project I,25,No,,RENGANATHAN T,
CH5682,UU,Project I,32,No,,RENGANATHAN T,
CH5682,UU,Project II,25,No,,RENGANATHAN T,
CS4805,UU,B. Tech. Project,24,Yes,CG,Akanksha Agrawal,
CS5705,UU,Dual Degree Project I,12,Yes,CG,KARTIK NAGAR,
CS5715,UU,Dual Degree Project II,33,Yes,CG,Chester Rebeiro; JOHN EBENEZER AUGUSTINE,
CS5815,UU,Dual Degree Project III,40,Yes,CG,Chester Rebeiro,
CS5931,UU,M. Tech Project Phase I,50,No,,MANIKANDAN,
CS5998,UU,M.Tech project Phase I,48,No,,Ayon Chakraborty,
CS6019,UU,M.Tech. Project Phase II,48,No,,Ayon Chakraborty; Chester Rebeiro; MEGHANA NASRE,CS5998
CS6119,UU,M.Tech. Project IIA,12,No,,Ayon Chakraborty; JOHN EBENEZER AUGUSTINE,
DA4901,UU,Undergraduate Research Project,9,No,,Sivaram Ambikasaran,
DA4902,UU,B.Tech Project-I,9,No,,RAVINDRAN B; Sivaram Ambikasaran,
DA4903,UU,B.Tech Project-II,18,No,,Sivaram Ambikasaran,
DA4911,UU,Capstone Project I,12,No,,Sivaram Ambikasaran,
DA4912,UU,Capstone Project II,24,No,,Sivaram Ambikasaran,
DA5400,UU,Foundation of Machine Learning,12,Yes,CG,ARUN RAJKUMAR,"Basics of Linear Algebra, Probability, and Statistics"
ED4901,UU,Undergraduate Research Project,9,No,,BIJO SEBASTIAN; SRIKANTH VEDANTAM,
ED5602,UU,Project II,20,No,,Jayaganthan,
ED5603,UU,Project III,35,No,,BALAKRISHNA RAO,
ED5603,UU,Project III,35,Yes,SI,BALAKRISHNA RAO,
EE3110,UU,Probability Foundations for Electrical Engineers,10,No,,ANDREW THANGARAJ,
EE3203,UU,Power Electronics,10,No,,Arun Karuppaswamy,
EE4900,UU,B.Tech Project,27,No,,Avishek,
EE4900,UU,B.Tech Project,27,Yes,ST,Avishek,
EE5415,UU,Industrial Internship,25,No,,KRISHNA VASUDEVAN,
EE6903,UU,M.Tech Project 3,30,Yes,ST,KAMALESH HATUA,
EP4140,UU,Project,9,No,,Abhishek Misra,EP334
EP4140,UU,Project,9,Yes,SI,SETHUPATHI K,EP334
EP4170,UU,Project II,12,No,,SANTHOSH PN,
GN5003,UU,Personal and Professional Growth,0,No,,NILESH JAYANTILAL VASA; VIJAYALAKSHMI V,
GN6109,UU,Fostering Enriching Relationships,9,Yes,ST,SIVAKUMAR M S; VIJAYALAKSHMI V,
HS1020,UU,Aspects of Western Philosophy,10,No,SI,SREEKUMAR N,
HS5050,UU,Indian Culture,3,No,,SUDARSAN P,
HS5980A,UU,MA Project,27,No,,RAJESH KUMAR,
HS7009,UU,Political-economy of modern China,12,No,,JOE THOMAS KARACKATTU,China in contemporary global politics
HS7080,UU,Philosophy of Language,9,No,,SREEKUMAR N,
ID4100,UU,Creative Engineering Project,9,No,,Jayaganthan,COT
ID4900,UU,Undergraduate Research Project,9,Yes,CG,CHANDRAMOULI P,
ID4901,UU,Undergraduate Research Project (YRF),9,No,,ANIRUDDHAN S; KRISHNAMURTHY C V,
ID4951,UU,B.Tech. Project,27,Yes,CG,CHANDRAMOULI P,
ID5091,UU,IDDD CPS Project I,20,No,,NIRAV PRAVINBHAI BHATT; RAMKRISHNA PASUMARTHY; SRIDHARAKUMAR NARASIMHAN,
ID5092,UU,IDDD CPS Project II,30,No,,SRIDHARAKUMAR NARASIMHAN,
ID5093,UU,IDDD CPS Project III,35,No,,SRIDHARAKUMAR NARASIMHAN,
ID5491,UU,Project II,30,No,,RAVINDRAN B,
ID5492,UU,Project III,35,No,,RAVINDRAN B,
ID5493,UU,Project III,40,No,,RAVINDRAN B,
ID5592,UU,Project III,40,No,,KRISHNA VASUDEVAN,
ID5690,UU,Project I,20,No,,ASOKAN THONDIYATH,
ID5691,UU,Project II,23,No,,Nirav Patel,
ID5890,UU,Project I,15,No,,RAJESH NARAYANAN,
ID5991,UU,IDDD EV Project II,30,No,,Srikanthan Sridharan,
ID5991,UU,IDDD EV Project II,30,Yes,SI,Srikanthan Sridharan,
ID5992,UU,IDDD EV Project III,35,No,,Srikanthan Sridharan,
MA5260,UU,Seminar,6,No,,NEELESH S UPADHYE,
MA5390,UU,Ordinary Differential Equations,9,No,,ANOOP,
MA5400,UU,Probability Theory,9,No,,VETRIVEL V,
MA5960,UU,Project Proposal & Progress,14,No,,ARYA KUMAR BEDABRATA CHAND; VETRIVEL V,
MA5990,UU,Project,40,No,,SATHISH KUMAR A,
MA6650,UU,Project ,9,No,,VETRIVEL V,
MA6999,UU,Special Topics in Mathematics,9,No,,SUHAS JAYKUMAR PANDIT,Nil
MD5015,UU,Understanding Data for Clinicians,12,No,,PRADEEBA SRIDAR,
ME4001,UU,Project,9,Yes,CG,CHANDRAMOULI P,
ME4490,UU,B.Tech. Project,27,Yes,CG,CHANDRAMOULI P,
ME5304,UU,Manufacturing Metrology,9,No,,ARUNACHALAM N,
ME5323,UU,Microprocessors in Automation,9,No,,SOMASHEKHAR S,NIL
ME6492,UU,Project - Phase II,23,No,,CHANDRAMOULI P,
ME6493,UU,Project - Phase III,40,No,,CHANDRAMOULI P,
ME6592,UU,Project - Phase II,24,No,,CHANDRAMOULI P,
ME6593,UU,Project - Phase III,40,No,,CHANDRAMOULI P,
ME6692,UU,Project - Phase II,24,No,,CHANDRAMOULI P,
ME6693,UU,Project - Phase III,40,No,,CHANDRAMOULI P,
ME7492,UU,Project Phase II,35,No,,CHANDRAMOULI P,
ME7493,UU,Project Phase III,40,No,,CHANDRAMOULI P,
ME7592,UU,Project Phase II,35,No,,CHANDRAMOULI P,
ME7593,UU,Project Phase III,40,No,,CHANDRAMOULI P,
ME7692,UU,Project Phase II,35,No,,CHANDRAMOULI P,
ME7693,UU,Project Phase III,40,No,,CHANDRAMOULI P,
ME7980,UU,Project II,24,No,,CHANDRAMOULI P,NIL
MM4110,UU,Project I,9,Yes,ST,BHUVANESH SRINIVASAN; HEMAPRABHA E,
MM4120,UU,Project II,18,Yes,CG,BHUVANESH SRINIVASAN; HEMAPRABHA E; SUBRAMANYA SARMA V,
MM5090,UU,Dual Degree Project Summer Phase,20,No,,SABITA SARKAR; SUBRAMANYA SARMA V,
MM5090$,UU,Project,40,No,,SABITA SARKAR,
MM5090+,UU,Project,40,No,,SABITA SARKAR; SUBRAMANYA SARMA V,
MM5091,UU,Dual Degree Project Phase I,40,No,,SABITA SARKAR; SUBRAMANYA SARMA V,
MM5092,UU,Dual Degree Project Phase II,40,No,,SABITA SARKAR; SUBRAMANYA SARMA V,
MS5005,UU,Spreadsheets for business data analysis,0,No,,Nargis Pervin,
MS5011,UU,Strategic Human Resource Management ,8,No,,LATA DYARAM,
MS5012,UU,Data Driven Decision Making for Human Resources,6,No,,SRINIVASAN S,
MS5120,UU,Organizational Structure and Design,6,No,,LATA DYARAM,NIL
MS5241,UU,Financial Management-I,6,No,,THILLAI RAJAN A,
MS5269,UU,Information Technology Lab,6,No,,Nargis Pervin,
MS5341,UU,Financial Management-II,6,No,,THENMOZHI M,
MS5410,UU,Talent Acquisition and Management,6,No,,KAMALANABHAN TJ,NIL
MS5510,UU,Logistics and Distribution Management,6,No,,RAJENDRAN C; VIPIN B,NIL
MS5611,UU,Strategic Financial Decision Making ,6,No,,THILLAI RAJAN A,NIL
MS5612,UU,Real Options Valuation,6,No,,THILLAI RAJAN A,
MS5612,UU,Real Options Valuation ,6,No,,THILLAI RAJAN A,Financial Management
MS5680,UU,International Finance,6,No,,SAJI MATHEW,NIL
MS6880,UU,Cyber Security and Privacy,6,No,,SAJI MATHEW,
MS6992,UU,Capstone Project,18,No,,THENMOZHI M,
MS6993,UU,Industrial Project,12,No,,THENMOZHI M,
MS7033,UU,Advanced Supply Chain and Logistics Planning,6,No,,RAJENDRAN C,
MS7080,UU,Research Methodology in Business and Management,6,No,,SAJI MATHEW,
MS7730,UU,Negotiation Support System,6,No,,RANGARAJA SUNDRARAJ P,
OE5372,UU,Naval Architecture and Ocean Engineering DD Project - Phase II,20,No,,Abhilash; DEEPAK KUMAR; SRIRAM V,
OE6900,UU,Project,40,No,,ABDUS SAMAD,
OE6905,UU,Thesis project,20,No,,ARJUN JAGANNATHAN; Abhilash; BITHIN GHORAI; DEEPAK KUMAR; NARENDRAN K; NILANJAN SAHA; POGULURI SUNNY KUMAR; SURESH; VIJAY K G; Vijayakumar R,
OE6911,UU,MTech Ocean Technology Project - Phase I,16,No,,RAJIV SHARMA; SURESH KUMAR G; Srinivasan Chandrasekaran; THEJESH KUMAR GARALA,
OE6990,UU,Advanced Marine Vehicles,9,No,,Vijayakumar R,Consent of teacher
PE6202,UU,MTech Petroleum Engineering Project - Phase II,40,No,,SHANMUGAM P; SURESH KUMAR G,
PH4999,UU,Undergraduate Research Project,9,No,,ATHREYA SHANKAR; Prabhat,COT
PH5221,UU,Summer Project,19,Yes,SI,RAJESH NARAYANAN,
PH5222,UU,Project,30,No,,GANESAN A R; RAJESH NARAYANAN,
PH5291,UU,Project I,9,No,,Chandra Kant Mishra; YASIR,
PH5360,UU,Project,40,No,,PRAHALLAD PADHAN,
PH5360+,UU,Project,20,No,,PRAHALLAD PADHAN; SOMNATH CHANDA ROY,
PH5361,UU,Project I,25,No,,SOMNATH CHANDA ROY,
PH5362,UU,Project II,20,No,,MANU JAISWAL,
PH5400B,UU,Comprehensive Viva Voce,6,Yes,SI,GANESAN A R,
PH5730,UU,Methods of Computational Physics,9,Yes,SI,YASIR,
PH5910,UU,Mini Project,9,No,,RAJESH NARAYANAN,
WS1301,UU,Workshop-I,3,No,,SHANKAR KRISHNAPILLAI,
WS1302,UU,Workshop-II,3,No,,SHANKAR KRISHNAPILLAI,
AM4901,VV,Undergraduate Research Project I,9,No,,Babji Srinivasan,
AM4902,VV,Undergraduate Research  Project II,9,No,,SIVAKUMAR M S,
AM5035,VV,High Performance Computing Lab,5,No,,PRASAD PATNAIK B S V,UG level course on computer programming and Numerical techniques
AM5402,VV,Project II,40,No,,ARUL PRAKASH K; GANESH TAMADAPU; SAUMENDRA KUMAR BAJPAI,
AS2050,VV,Aerodynamics,11,No,,Bharath,
AS4901,VV,Undergraduate Research II,9,No,,MURUGANANDAM T M,
AS4901,VV,Undergraduate Research II,9,Yes,CG,MURTHY H S N,
AS5150#,VV,M.Tech. Project,20,No,,MURTHY H S N,
AS5150$,VV,M.Tech Project Proposal,4,No,,MURTHY H S N,
AS5150+,VV,M.Tech. Project,27,No,,MURTHY H S N,
BT4813,VV,Undergraduate Research in Computational Biology,9,No,,KARTHIK RAMAN,CGPA of 8.0 and above
BT5921,VV,Project,0,No,,SATHYANARAYANA N GUMMADI,
CE4901,VV,Undergraduate Research - I,9,Yes,SI,KEERTHANA KIRUPAKARAN; RAMAMURTHY K,Students should have a CGPA > 8.0 without any backlogs
CE4902,VV,Undergraduate Research - II,9,Yes,SI,KEERTHANA KIRUPAKARAN; RAMAMURTHY K,Students should have a CGPA > 8.0 without any backlogs
CE6121,VV,Project - Summer term (Building Technology and Construction Management),20,No,,SIVAKUMAR PALANIAPPAN,
CE6122,VV,Project - Odd semester (building technology and construction management),28,No,,SIVAKUMAR PALANIAPPAN,CE6121
CE6141,VV,Project - Summer (construction technology and management),20,No,,KOSHY VARGHESE; RAMAMURTHY K,
CE6142,VV,Project - Odd semester (construction technology and management),20,No,,RAMAMURTHY K,CE6141
CE6291,VV,Project - Summer Term (Environmental Engineering),20,No,,Mathava Kumar S,
CE6292,VV,Project - Odd semester (Environmental Engineering),30,No,,Mathava Kumar S; SHIVA NAGENDRA S M,CE6291
CE6293,VV,Project - Even semester (Environmental Engineering),35,No,,SOUMENDRA NATH KUIRY,CE6292
CE6431,VV,Project - Summer term (Geotechnical Engineering),20,No,,DALI NAIDU ARNEPALLI,
CE6432,VV,Project - Odd semester (Geotechnical Engineering),25,No,,DALI NAIDU ARNEPALLI,CE6431
CE6491,VV,Project - Summer Term (Hydraulics and Water Resources Engineering),20,No,,VENU CHANDRA,
CE6492,VV,Project - Odd semester (Hydraulics and Water Resources Engineering),30,No,,SOUMENDRA NATH KUIRY,CE6491
CE6691,VV,Project - Summer term (Structural Engineering),20,No,,SARAVANAN U,
CE6692,VV,Project - Odd semester (Structural engineering),32,No,,SARAVANAN U,CE6691
CE6931,VV,Project - Summer term (Transportation Engineering),20,No,,Atul Narayan S P,
CE6932,VV,Project - Odd semester (Transportation Engineering),25,No,,Atul Narayan S P,CE6931
CH5562*,VV,Project III,40,No,,RENGANATHAN T,
CH5683,VV,Project III,40,No,,RENGANATHAN T,
CH6060,VV,Numerical Tech for Engrs,9,No,,TANMAY BASAK,NIL
CS4900,VV,Undergraduate Research in Computer Science - I,12,Yes,CG,YADU VASUDEV,"CS2800, CS2810, CS2600, CS2610, CS2200"
CS4910,VV,Undergraduate Research in Computer Science - II,12,Yes,CG,Aishwarya,CS4900
CS6330,VV,Digital System Testing & Testable Design,12,No,,KAMAKOTI V,NIL
CS6666,VV,Blockchain and Distributed Ledger Technologies,12,No,,JANAKIRAM D,
CV6142,VV,Project Phase-1,34,No,,RAMAMURTHY K,
EE5312,VV,VLSI Technology,12,No,,NANDITA DAS GUPTA,EE3301
GN6107,VV,Cross Cultural Understanding,9,Yes,ST,SIVAKUMAR M S,Nil
GN6130,VV,Systems Thinking for Engineers (Cultivating Wisdom),9,Yes,ST,SIVAKUMAR M S,Nil
HS3050,VV,Professional Ethics,0,No,,SREEKUMAR N,
HS5506,VV,Development: Theory and Practice,10,Yes,SI,BINITHA V THAMPI,
HS6180,VV,Algorithms in Indian Astronomy,9,No,,ADITYA KOLACHANA,
HS7008,VV,State and Development in Modern China,12,No,,JOE THOMAS KARACKATTU,State and Development
HS7400,VV,Historiography,9,No,,SANTHOSH ABRAHAM,
ID4902,VV,Undergraduate Research Project-II (YRF),9,No,,ANIRUDDHAN S,
MA5450,VV,Functional Analysis,9,No,,VETRIVEL V,"MA5310  Linear algebra, MA5330 Real analysis, MA5340  Measure and Integration, MA5360 Complex analysis"
ME4001,VV,Project,9,Yes,CG,CHANDRAMOULI P,
ME4901,VV,Undergraduate Research Project,9,Yes,CG,SRINIVAS REDDY K,
ME7492,VV,Project Phase II,35,No,,CHANDRAMOULI P,
ME7592,VV,Project Phase II,35,No,,CHANDRAMOULI P,
ME7593,VV,Project Phase III,40,No,,CHANDRAMOULI P,
ME7692,VV,Project Phase II,35,No,,CHANDRAMOULI P,
MS5003,VV,Basics of Probability and Statistics,0,No,,RAHUL MARATHE; SRINIVASAN G,
MS5012,VV,Data Driven Decision Making for Human Resources,6,No,,SRINIVASAN S,
MS5070,VV,Software Product Management,6,No,,Nargis Pervin,
MS5140,VV,Cost Accounting,6,No,,MADHUMATHI R,NIL
MS5242,VV,Financial Analysis Applications,3,No,,THENMOZHI M,
MS5320,VV,Human Resource Management,6,No,,KAMALANABHAN TJ; SRINIVASAN S,NIL
MS5473,VV,Organisation Development,6,No,,LATA DYARAM,
MS5500,VV,Performance Management,6,No,,LATA DYARAM,
MS5570,VV,Heuristics in Decision Making,6,No,,RAJENDRAN C,NIL
MS5640,VV,Mergers and Acquisitions,6,No,,ARUN KUMAR G,NIL
MS5642,VV,"Managing the future: AI, Cyber Security and the Innovative Leader",6,No,,DR. KANDASWAMY PARAMASIVAN,
MS5642,VV,"Managing the future: AI, Cyber Security and the Innovative Leader",6,Yes,SI,DR. KANDASWAMY PARAMASIVAN,
MS5810,VV,Decision Support Systems,6,No,,RANGARAJA SUNDRARAJ P,NIL
MS6170,VV,Project Management,6,No,,RAJENDRAN C,NIL
MS6910,VV,Global Business Management,6,No,,SAJI MATHEW,
MS7034,VV,Data Driven Quality Control,6,No,,Nandan Sudarsanam,
OE5070,VV,Statics and Dynamics of Floating Structures,9,No,,POGULURI SUNNY KUMAR,Nil
PH5160,VV,Condensed Matter Physics I,10,No,,NIRMALA R,
AM4901,WW,Undergraduate Research Project I,9,No,,SIVAKUMAR M S,
AM5480,WW,Seminar,3,No,,SARITH P SATHIAN,
AS2040,WW,Flight Dynamics I,12,No,,JOEL GEORGE M,
AS6520W,WW,Mathematics for Aerospace Engineers,11,No,,MURTHY H S N,
CE3280,WW,Industrial Training ,0,No,,BENNY RAPHAEL,
CE4901,WW,Undergraduate Research - I,9,Yes,SI,KEERTHANA KIRUPAKARAN,Students should have a CGPA > 8.0 without any backlogs
CE7999,WW,Special topics in Civil Engineering,9,No,,BENNY RAPHAEL,Nil
CH5541,WW,Advanced Topics in Momentum Transfer,9,No,,TANMAY BASAK,Knowledge on Fluid Mechanics
CV6141,WW,Summer Training at Construction Project,0,No,,RAMAMURTHY K,
CY6128,WW,Computational Quantum Chemistry and Molecular Simulations,9,No,,SOORAJ K,COT
CY6999,WW,Special Topics in Chemistry,6,No,,SEKAR G,
CY7999,WW,Special Topics in Chemistry-II,6,No,,SEKAR G,
CYPCL0,WW,Preparatory Course Lab,4,No,,MURALEEDHARAN K M,
DA5410,WW,Industrial Placement,15,No,,RAVINDRAN B,
EE3001,WW,Solid State Devices,11,No,,SOUMYA DUTTA,
EE6000,WW,Seminar,3,No,,SHANTI BHATTACHARYA,
EP4040,WW,Seminar,3,No,,NIRMALA R,NILL
GN5002,WW,Discovering Creativity,9,Yes,ST,SIVAKUMAR M S,-nil-
HS3026,WW,Twentieth Century Fiction,10,No,,HEMACHANDRAN KARAH,
HS5551,WW,Modern World History,9,No,,SANTHOSH ABRAHAM,
HS5960,WW,Seminar,6,No,,BINITHA V THAMPI,
ID1200,WW,Ecology and Environment,0,No,,Rajnish Kumar,
ID5200,WW,Introduction of Biomimicry,9,Yes,ST,SIVAKUMAR M S,
ME3100,WW,Basic Thermal Engineering,10,No,,SHYAMA PRASAD DAS,
MS5040,WW,Financial Accounting,6,No,,ARUN KUMAR G,NIL
MS5130,WW,Operations Research,6,No,,RAJENDRAN C; VIPIN B,NIL
MS5230,WW,Operations Management,6,No,,AMIT R K,NIL
MS5350,WW,Business Research Methodology,6,No,,IMON CHAKRABORTY; PRATHAMESH VIVEK KITTUR,NIL
MS5529,WW,Behavioural Lab,6,No,,LATA DYARAM,
MS5530,WW,Career Management,6,No,,RUPASHREE BARAL,
MS6022,WW,Artificial Intelligence (AI) for Management,6,No,,SAJI MATHEW,
